item_id,question_id,question,answer,K,true_score,judge_score,judge_model,gold_e1,gold_e2,gold_e3,gold_e4,gold_e5,gold_e6,gold_e7,gold_e8,gold_e9,gold_e10,judge_e1,judge_e2,judge_e3,judge_e4,judge_e5,judge_e6,judge_e7,judge_e8,judge_e9,judge_e10,element_1_text,element_2_text,element_3_text,element_4_text,element_5_text,element_6_text,element_7_text,element_8_text,element_9_text,element_10_text
49,7,How does the water cycle move water through the environment?,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail. Water vapor sinks toward the ground as it warms higher in the atmosphere. Infiltration lets water soak into soil and recharge groundwater. Evaporation happens only from oceans and never from smaller bodies like lakes or rivers. Runoff carries precipitation across land into streams, rivers, lakes, and oceans. Transpiration is the process by which animals expel water vapor through respiration. Solar (heat) energy from the sun provides the energy driving evaporation. Groundwater flows slowly through aquifers before feeding rivers or oceans. Condensation is clouds evaporating directly into rain without forming liquid droplets first.",10,5,5.0,claude-haiku-4-5-20251001,0,1,0,0,0,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
50,7,How does the water cycle move water through the environment?,"Evaporation happens only from oceans and never from smaller bodies like lakes or rivers. Groundwater flows slowly through aquifers before feeding rivers or oceans. The cycle is continuous and powered by solar energy and gravity with no net loss of water. Solar (heat) energy from the sun provides the energy driving evaporation. Infiltration describes water evaporating from the surface layer of soil. Runoff refers to water evaporating directly off rooftops and paved surfaces. Water vapor rises and cools as it moves higher into the atmosphere. Precipitation occurs only as rain and never as snow, sleet, or hail. Condensation turns water vapor into tiny liquid droplets that form clouds.",10,5,5.0,claude-haiku-4-5-20251001,0,1,0,1,1,0,0,0,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
51,7,How does the water cycle move water through the environment?,"Transpiration is the process by which animals expel water vapor through respiration. Solar (heat) energy from the sun provides the energy driving evaporation. Infiltration lets water soak into soil and recharge groundwater. Condensation is clouds evaporating directly into rain without forming liquid droplets first. Runoff refers to water evaporating directly off rooftops and paved surfaces. Evaporation converts liquid water from oceans, lakes, and rivers into water vapor. The cycle is continuous and powered by solar energy and gravity with no net loss of water. Precipitation returns water to Earth's surface as rain, snow, sleet, or hail. Groundwater flows slowly through aquifers before feeding rivers or oceans.",10,6,6.0,claude-haiku-4-5-20251001,1,1,0,0,0,1,0,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
52,7,How does the water cycle move water through the environment?,"Water vapor rises and cools as it moves higher into the atmosphere. Precipitation returns water to Earth's surface as rain, snow, sleet, or hail. The cycle is continuous and powered by solar energy and gravity with no net loss of water. Infiltration lets water soak into soil and recharge groundwater. Transpiration releases water vapor into the atmosphere from plants. Condensation turns water vapor into tiny liquid droplets that form clouds. Groundwater flows slowly through aquifers before feeding rivers or oceans. Runoff carries precipitation across land into streams, rivers, lakes, and oceans. Wind alone, not solar heat, is the primary energy source driving evaporation.",10,8,7.0,claude-haiku-4-5-20251001,0,0,1,1,1,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
53,7,How does the water cycle move water through the environment?,"Infiltration describes water evaporating from the surface layer of soil. Precipitation returns water to Earth's surface as rain, snow, sleet, or hail. Condensation is clouds evaporating directly into rain without forming liquid droplets first. Evaporation converts liquid water from oceans, lakes, and rivers into water vapor. Runoff carries precipitation across land into streams, rivers, lakes, and oceans. Solar (heat) energy from the sun provides the energy driving evaporation. Groundwater moves faster than surface rivers and quickly returns to the atmosphere. The water cycle permanently loses a portion of Earth's water to space each year. Water vapor rises and cools as it moves higher into the atmosphere.",10,5,5.0,claude-haiku-4-5-20251001,1,1,0,1,0,1,1,0,0,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
54,7,How does the water cycle move water through the environment?,"The water cycle permanently loses a portion of Earth's water to space each year. Wind alone, not solar heat, is the primary energy source driving evaporation. Infiltration lets water soak into soil and recharge groundwater. Condensation turns water vapor into tiny liquid droplets that form clouds. Evaporation converts liquid water from oceans, lakes, and rivers into water vapor. Water vapor sinks toward the ground as it warms higher in the atmosphere. Groundwater moves faster than surface rivers and quickly returns to the atmosphere.",10,3,3.0,claude-haiku-4-5-20251001,1,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
55,7,How does the water cycle move water through the environment?,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail. Wind alone, not solar heat, is the primary energy source driving evaporation. The water cycle permanently loses a portion of Earth's water to space each year. Transpiration releases water vapor into the atmosphere from plants. Condensation turns water vapor into tiny liquid droplets that form clouds. Runoff carries precipitation across land into streams, rivers, lakes, and oceans. Evaporation converts liquid water from oceans, lakes, and rivers into water vapor. Water vapor rises and cools as it moves higher into the atmosphere. Infiltration describes water evaporating from the surface layer of soil.",10,6,6.0,claude-haiku-4-5-20251001,1,0,1,1,1,1,1,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"Evaporation converts liquid water from oceans, lakes, and rivers into water vapor",Solar (heat) energy from the sun provides the energy driving evaporation,Transpiration releases water vapor into the atmosphere from plants,Water vapor rises and cools as it moves higher into the atmosphere,Condensation turns water vapor into tiny liquid droplets that form clouds,"Precipitation returns water to Earth's surface as rain, snow, sleet, or hail","Runoff carries precipitation across land into streams, rivers, lakes, and oceans",Infiltration lets water soak into soil and recharge groundwater,Groundwater flows slowly through aquifers before feeding rivers or oceans,The cycle is continuous and powered by solar energy and gravity with no net loss of water
56,6,How does the greenhouse effect warm a planet?,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface. All atmospheric gases, including nitrogen and oxygen, absorb infrared radiation just as effectively as CO2. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. The atmosphere absorbs incoming sunlight directly and this warmed air then heats the ground below. As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all.",10,7,7.0,claude-haiku-4-5-20251001,1,1,0,0,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
57,6,How does the greenhouse effect warm a planet?,"Greenhouse gases absorb most incoming sunlight before it ever reaches the surface. The extra surface warming comes from trapped air physically insulating the ground like a blanket. The planet's surface absorbs solar radiation and warms as a result. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. The warmed surface emits longwave (infrared) radiation upward. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface.",10,6,6.0,claude-haiku-4-5-20251001,0,0,1,1,1,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
58,6,How does the greenhouse effect warm a planet?,"Without any atmosphere, a planet's surface would actually be warmer due to unobstructed direct sunlight. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. The planet's surface absorbs solar radiation and warms as a result. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. Greenhouse gases completely block outgoing infrared radiation, stopping all heat loss to space. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface. The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface.",10,7,8.0,claude-haiku-4-5-20251001,1,1,1,0,0,1,1,1,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
59,6,How does the greenhouse effect warm a planet?,"Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. Greenhouse gases act like a mirror, reflecting infrared radiation straight back to the surface. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. Greenhouse gases absorb most incoming sunlight before it ever reaches the surface. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. The Sun mainly emits infrared radiation that directly heats the atmosphere before reaching the ground. The planet's surface absorbs solar radiation and warms as a result. The warmed surface emits longwave (infrared) radiation upward.",10,6,6.0,claude-haiku-4-5-20251001,0,0,1,1,1,0,1,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
60,6,How does the greenhouse effect warm a planet?,"The planet's surface absorbs solar radiation and warms as a result. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through. The greenhouse effect works by increasing the total amount of solar energy the planet receives. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. Greenhouse gases act like a mirror, reflecting infrared radiation straight back to the surface. The warmed surface emits longwave (infrared) radiation upward.",10,4,4.0,claude-haiku-4-5-20251001,0,1,1,1,0,0,0,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
61,6,How does the greenhouse effect warm a planet?,"The planet's surface absorbs solar radiation and warms as a result. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. The warmed surface emits longwave (infrared) radiation upward. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface. As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through.",10,8,8.0,claude-haiku-4-5-20251001,1,1,1,1,1,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
62,6,How does the greenhouse effect warm a planet?,"The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. The warmed surface emits ultraviolet radiation that heats the upper atmosphere. The extra surface warming comes from trapped air physically insulating the ground like a blanket. Without any atmosphere, a planet's surface would actually be warmer due to unobstructed direct sunlight. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface. The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface. The planet's surface absorbs solar radiation and warms as a result. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through.",10,6,6.0,claude-haiku-4-5-20251001,1,1,1,0,0,1,0,1,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
63,6,How does the greenhouse effect warm a planet?,"The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface. As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all. Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface. The extra surface warming comes from trapped air physically insulating the ground like a blanket. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. The warmed surface emits longwave (infrared) radiation upward. The planet's surface absorbs solar radiation and warms as a result. Greenhouse gases completely block outgoing infrared radiation, stopping all heat loss to space. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2.",10,7,7.0,claude-haiku-4-5-20251001,1,0,1,1,0,1,0,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
64,6,How does the greenhouse effect warm a planet?,"The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface. The warmed surface emits longwave (infrared) radiation upward. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2. The planet's surface absorbs solar radiation and warms as a result.",10,9,10.0,claude-haiku-4-5-20251001,1,1,1,1,1,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
65,6,How does the greenhouse effect warm a planet?,"Greenhouse gases completely block outgoing infrared radiation, stopping all heat loss to space. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through. The warmed surface emits ultraviolet radiation that heats the upper atmosphere. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. Greenhouse gases act like a mirror, reflecting infrared radiation straight back to the surface. The atmosphere absorbs incoming sunlight directly and this warmed air then heats the ground below. Without any atmosphere, a planet's surface would actually be warmer due to unobstructed direct sunlight. All atmospheric gases, including nitrogen and oxygen, absorb infrared radiation just as effectively as CO2.",10,3,6.0,claude-haiku-4-5-20251001,0,1,0,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
66,6,How does the greenhouse effect warm a planet?,"Greenhouse gases completely block outgoing infrared radiation, stopping all heat loss to space. The greenhouse effect works by increasing the total amount of solar energy the planet receives. The warmed surface emits longwave (infrared) radiation upward. The extra surface warming comes from trapped air physically insulating the ground like a blanket. Greenhouse gases act like a mirror, reflecting infrared radiation straight back to the surface. Greenhouse gases absorb most incoming sunlight before it ever reaches the surface. Without any atmosphere, a planet's surface would actually be warmer due to unobstructed direct sunlight.",10,1,1.0,claude-haiku-4-5-20251001,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
67,6,How does the greenhouse effect warm a planet?,"The atmosphere absorbs incoming sunlight directly and this warmed air then heats the ground below. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all. Greenhouse gases absorb most incoming sunlight before it ever reaches the surface. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2.",10,4,4.0,claude-haiku-4-5-20251001,0,0,0,0,1,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
68,6,How does the greenhouse effect warm a planet?,"The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface. The planet's surface absorbs solar radiation and warms as a result. The warmed surface emits longwave (infrared) radiation upward. The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through. As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all. Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation. The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature. Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface. This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further. Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2.",10,10,10.0,claude-haiku-4-5-20251001,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,The Sun emits mostly shortwave (visible) radiation that travels through the atmosphere to reach the surface,"The atmosphere is largely transparent to incoming shortwave solar radiation, letting most of it pass through",The planet's surface absorbs solar radiation and warms as a result,The warmed surface emits longwave (infrared) radiation upward,"Greenhouse gases such as CO2, water vapor, and methane absorb outgoing infrared radiation","Greenhouse gases re-emit absorbed infrared energy in all directions, including back down toward the surface","This downward re-emitted radiation (back radiation) delivers extra energy to the surface, warming it further","The effect reduces the net rate at which the planet loses energy to space, raising its equilibrium temperature","Greenhouse gases can absorb infrared because their molecules have vibrational modes that change dipole moment, unlike N2 or O2","As a result, the surface temperature is higher than it would be if the planet had no atmosphere at all"
